,,,,
Spend by 'Additional Info' ,Month,,,
Row Labels,8,9,(empty),Total Result
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-10782489-vmss_61"",""ContainerId"":""9a17dd0f-73d5-44b5-8fbf-a48b00589181"",""NodeId"":""ff8bf0c4-22b2-8c7a-4c0c-2501c1c5aa42""}",1.22254081070422E-06,,,1.22254081070422E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-10782489-vmss_62"",""ContainerId"":""0463e10b-bf06-4a64-afb1-2cb23c2b0fd2"",""NodeId"":""d902c612-36e2-0963-14b4-cbd8418c099d""}",1.30345366895198E-06,,,1.30345366895198E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-10782489-vmss_63"",""ContainerId"":""66f92a51-be05-4ed7-8174-7778de36d39a"",""NodeId"":""e3ef38b9-8f13-ccd4-d813-a3ad61ebf295""}",1.36030420660972E-06,,,1.36030420660972E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-10782489-vmss_7"",""ContainerId"":""a320be58-5ccc-4308-985e-7095ea029856"",""NodeId"":""c79a19e6-07f8-1fbb-a290-ce41fc6bba77""}",2.83827580511569E-06,,,2.83827580511569E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-10782489-vmss_8"",""ContainerId"":""ab802ec2-b73f-45be-9a66-7741ada8a19e"",""NodeId"":""b4fe6a24-9c0d-fade-6591-af40840b40fc""}",2.85650052130221E-06,,,2.85650052130221E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-10782489-vmss_9"",""ContainerId"":""c497d337-d023-44b3-a1f4-805d3ac52806"",""NodeId"":""97645f8d-7371-7eeb-19cf-3c9d2c86eb12""}",2.84128613770007E-06,,,2.84128613770007E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_0"",""ContainerId"":""a549d9e1-514b-4818-ae14-a47a73fd19dc"",""NodeId"":""f966df14-ef0c-9ef0-3570-b8a6d3dab0a6""}",5.58248685300349E-05,,,5.58248685300349E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_1"",""ContainerId"":""4df4ad99-ef1c-4feb-85d5-7d9b3bd0c850"",""NodeId"":""431817c5-e855-5b83-5b5d-284e4e16c54f""}",4.51662164926529E-05,,,4.51662164926529E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_10"",""ContainerId"":""99c32408-3862-4a12-b4f1-24a7ed540f7b"",""NodeId"":""b19291cc-09d5-b2ea-8460-12664e28d11f""}",3.18525731563567E-08,,,3.18525731563567E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_11"",""ContainerId"":""c3cf1947-669d-40d3-93fc-43843cf45306"",""NodeId"":""1ed7e300-6c53-fced-a05f-7258eace9cf5""}",4.39345836639404E-08,,,4.39345836639404E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_12"",""ContainerId"":""e063302a-c66f-40a1-a074-a298990ff3d5"",""NodeId"":""4202508f-062f-e258-acbb-6bb8cae896e2""}",4.50329482555388E-08,,,4.50329482555388E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_13"",""ContainerId"":""6a87f522-b906-47a3-a27d-47b1f03c4e35"",""NodeId"":""f3c86188-46fa-891a-3cbb-79d846d8ffc9""}",3.73443961143493E-08,,,3.73443961143493E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_14"",""ContainerId"":""002e98d4-897c-4f30-a6c6-1c21ec450f0f"",""NodeId"":""c9ac77de-04df-98a6-78d7-b831c0ac1ed0""}",4.63753938674927E-08,,,4.63753938674927E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_15"",""ContainerId"":""97b36900-1545-41d1-9759-34458a1c0e26"",""NodeId"":""8a5d55b0-127c-a990-3fc8-7de0ace8dbec""}",5.93116879463196E-08,,,5.93116879463196E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_16"",""ContainerId"":""ef701d73-7eb4-45e3-9b6b-00d2d0e97088"",""NodeId"":""997e0b74-d26d-affd-6d3d-b2726f15f13d""}",4.61313128471374E-08,,,4.61313128471374E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_17"",""ContainerId"":""d0a4d9b7-76b3-4600-8074-c43ef36ca657"",""NodeId"":""c4abab90-998f-2262-e1bf-f26a11059399""}",5.87452979385852E-05,,,5.87452979385852E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_18"",""ContainerId"":""ecddf7a6-58a4-4df6-872f-5daeb922d6bd"",""NodeId"":""1c4399cf-9814-99ab-d890-44506d72f26f""}",5.59776225686072E-05,,,5.59776225686072E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_19"",""ContainerId"":""5ebf3d66-e81d-495b-8f3b-b39d7b903ad5"",""NodeId"":""921f7ab0-0565-c5f3-86fc-e9e5be9d8905""}",5.68867023289203E-05,,,5.68867023289203E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_2"",""ContainerId"":""c9f5b3e8-3551-47a5-a480-f2c69a38cbb8"",""NodeId"":""82d215fc-3991-4ef0-9578-1cc666355acd""}",1.47233332693577E-05,,,1.47233332693577E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_20"",""ContainerId"":""52148af7-8a1f-4236-98cd-f7d4dc0a9816"",""NodeId"":""431817c5-e855-5b83-5b5d-284e4e16c54f""}",3.95411252975464E-08,,,3.95411252975464E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_21"",""ContainerId"":""592bf88c-af63-4142-b947-81ca4efe7d13"",""NodeId"":""b796f8bb-c269-4c46-bacd-88b987aabe8b""}",5.12083201110363E-05,,,5.12083201110363E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_22"",""ContainerId"":""b7d07a5f-edd6-4200-a70c-69123048762d"",""NodeId"":""fa3f81e8-8989-f2d9-073b-55394e25339d""}",3.95411252975464E-08,,,3.95411252975464E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_23"",""ContainerId"":""86408ea9-ba72-4f00-8121-6621cefb2070"",""NodeId"":""07e0a1da-811f-7e88-cba9-e4f1456b8e26""}",8.39040711522102E-06,,,8.39040711522102E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_24"",""ContainerId"":""92885442-f1cc-41f6-bdf4-e2c6491fe910"",""NodeId"":""1c78c03d-9c4f-428d-b471-0fb5a6012c66""}",4.08055056631565E-05,,,4.08055056631565E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_25"",""ContainerId"":""54607426-2f0e-4d0d-8b06-958ce66f172a"",""NodeId"":""f966df14-ef0c-9ef0-3570-b8a6d3dab0a6""}",6.18461439013481E-05,,,6.18461439013481E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_26"",""ContainerId"":""854d7d1c-898e-45d9-9bbb-8adc3a6a3053"",""NodeId"":""1ed7e300-6c53-fced-a05f-7258eace9cf5""}",5.87998500466347E-05,,,5.87998500466347E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_27"",""ContainerId"":""ce7dbe26-b810-471c-839f-35d3dbfcea57"",""NodeId"":""9a2784f9-0032-c82b-39e7-ac3c2b1a1d70""}",4.61313128471374E-08,,,4.61313128471374E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_29"",""ContainerId"":""aadfa99c-2d0a-4648-8202-a20098d60247"",""NodeId"":""253a4560-5139-c020-39d3-38b8804b68be""}",4.39654599130154E-05,,,4.39654599130154E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_3"",""ContainerId"":""d6259300-b4ec-47c4-9e25-4837b115f219"",""NodeId"":""8a5d55b0-127c-a990-3fc8-7de0ace8dbec""}",3.59925533831119E-05,,,3.59925533831119E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_30"",""ContainerId"":""ea2a0e4d-bcab-4f71-a1f7-b976a505367f"",""NodeId"":""66474ad5-b70d-013c-9d18-caa5d1de72ff""}",6.37051463127135E-08,,,6.37051463127135E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_31"",""ContainerId"":""4ef1ccac-0336-4ee9-8e20-803a32f168c0"",""NodeId"":""921f7ab0-0565-c5f3-86fc-e9e5be9d8905""}",1.1604099869728E-05,,,1.1604099869728E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_32"",""ContainerId"":""bb951e87-f772-4d92-a4cf-bec38327570f"",""NodeId"":""1c4399cf-9814-99ab-d890-44506d72f26f""}",5.36416858434676E-05,,,5.36416858434676E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_33"",""ContainerId"":""83edaad1-f51a-4457-a979-2ec9f027b4bc"",""NodeId"":""b796f8bb-c269-4c46-bacd-88b987aabe8b""}",3.47735720872878E-05,,,3.47735720872878E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_34"",""ContainerId"":""77a899e6-8deb-4c10-aa22-de49ba151557"",""NodeId"":""c9ac77de-04df-98a6-78d7-b831c0ac1ed0""}",5.24810805916786E-06,,,5.24810805916786E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_35"",""ContainerId"":""7873e616-656b-4de6-a67d-3ea874d6931d"",""NodeId"":""210138c5-e6ab-11df-6f0e-17e4af34a23b""}",6.75591856241225E-05,,,6.75591856241225E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_36"",""ContainerId"":""fa20a492-df6e-44f1-9259-319682199fee"",""NodeId"":""1a7441d5-6f3e-78cb-e68b-e1e957422ab6""}",3.21294830739497E-05,,,3.21294830739497E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_37"",""ContainerId"":""71671f30-429c-418d-a6ca-a82359e8fc6b"",""NodeId"":""997e0b74-d26d-affd-6d3d-b2726f15f13d""}",6.53181557357311E-05,,,6.53181557357311E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_38"",""ContainerId"":""01013484-6580-4aee-a6a7-e94090c93f9d"",""NodeId"":""07e0a1da-811f-7e88-cba9-e4f1456b8e26""}",9.4044417142868E-07,,,9.4044417142868E-07
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_39"",""ContainerId"":""62f56a5f-9305-4643-b8be-813440e79a94"",""NodeId"":""f3c86188-46fa-891a-3cbb-79d846d8ffc9""}",4.35437285900115E-05,,,4.35437285900115E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_4"",""ContainerId"":""7c613453-13f5-45f8-b569-b5dbd1c32be3"",""NodeId"":""07e0a1da-811f-7e88-cba9-e4f1456b8e26""}",4.83280420303344E-08,,,4.83280420303344E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_40"",""ContainerId"":""4ea57650-2e31-4f4e-b3e2-e771507a3b76"",""NodeId"":""8a5d55b0-127c-a990-3fc8-7de0ace8dbec""}",2.81224049627781E-05,,,2.81224049627781E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_41"",""ContainerId"":""4bca478a-47ff-47c1-88aa-ec7dd4ca04e6"",""NodeId"":""864f0fca-690c-326f-43cd-839a846edb01""}",4.21542567014693E-05,,,4.21542567014693E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_42"",""ContainerId"":""7d3bb5ba-3975-49b1-8704-e188d4fbd0b7"",""NodeId"":""c4abab90-998f-2262-e1bf-f26a11059399""}",2.92075891792774E-05,,,2.92075891792774E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_43"",""ContainerId"":""c23d6792-075b-4027-a7e5-ab580975b467"",""NodeId"":""d34a04cd-7726-4296-b1cc-2fcdf7a002d6""}",4.38959781825542E-05,,,4.38959781825542E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_44"",""ContainerId"":""5912d4ad-8428-483b-b862-46ed15546821"",""NodeId"":""4202508f-062f-e258-acbb-6bb8cae896e2""}",3.08545258641243E-05,,,3.08545258641243E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_45"",""ContainerId"":""75309549-6054-4623-b1d7-ac24b6d1a3af"",""NodeId"":""f0c69272-c4c3-12c1-8d95-863d1bc1e45e""}",3.11607255041599E-05,,,3.11607255041599E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_46"",""ContainerId"":""dcf7ae6b-2756-4315-80e6-67a7c3f1ae45"",""NodeId"":""c3d605ac-564a-4021-2309-0f2747b80c31""}",3.91987609863281E-05,,,3.91987609863281E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_47"",""ContainerId"":""0cb48e5f-56f5-4d1d-9bde-90dbeee067e3"",""NodeId"":""dc6d1577-4a16-690a-a98f-5eb6a8607c30""}",2.66922529041766E-05,,,2.66922529041766E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_48"",""ContainerId"":""e62a88b3-aa44-48a4-8825-fbcde4b87f31"",""NodeId"":""587504e3-5a84-bd65-d672-0bedffd6357b""}",2.69062712788581E-05,,,2.69062712788581E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_49"",""ContainerId"":""7b293c70-af45-46ca-8017-d3cfb33a5f01"",""NodeId"":""57f7e910-3e9e-6ae4-6ed1-0a50c162a32c""}",2.17138136923312E-05,,,2.17138136923312E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_5"",""ContainerId"":""8cd283a4-9cab-43a8-af05-5beab45a201e"",""NodeId"":""1c78c03d-9c4f-428d-b471-0fb5a6012c66""}",5.90243232250213E-05,,,5.90243232250213E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_50"",""ContainerId"":""20617577-4302-432e-a7d3-f92df88a951f"",""NodeId"":""4ef3ba2b-1a40-b6fb-b897-cf234a514d9f""}",2.96091024577617E-05,,,2.96091024577617E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_51"",""ContainerId"":""90822f97-7ad7-46f2-a467-cee1039d26dc"",""NodeId"":""b19291cc-09d5-b2ea-8460-12664e28d11f""}",2.4148765951395E-05,,,2.4148765951395E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_52"",""ContainerId"":""80a1ca26-8939-43cb-b9c8-5465f110de55"",""NodeId"":""20e55790-80ff-f566-f807-03150e355707""}",7.28879624605178E-05,,,7.28879624605178E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_53"",""ContainerId"":""59291e78-fce8-4026-a9ab-743e8db76292"",""NodeId"":""55faca16-a267-d669-6b4a-d76d15134132""}",2.97786574065685E-05,,,2.97786574065685E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_54"",""ContainerId"":""5dcfb968-6c77-483f-844f-8b858e489da3"",""NodeId"":""2b09e84e-a978-7dea-89f7-4c35f8e2e9aa""}",2.30135451257228E-05,,,2.30135451257228E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_55"",""ContainerId"":""906e5a96-e63d-463c-bb8f-5257274af511"",""NodeId"":""f2059d10-54ea-5546-9b53-0c930d4caae3""}",3.83537931740284E-05,,,3.83537931740284E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_57"",""ContainerId"":""9ef7b7e8-da10-48d4-a97d-14b37e485faa"",""NodeId"":""9e2ca20f-d914-ae96-7ec0-7771e4180d0e""}",0,,,0
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_58"",""ContainerId"":""153a70d9-4e64-4ee3-9c1f-0f1e848b78d1"",""NodeId"":""2b09a3c8-b313-e0eb-183d-d8811422abc8""}",3.28289379179477E-05,,,3.28289379179477E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_6"",""ContainerId"":""2f9dc14a-2a73-4d3f-8253-0d51338a6a99"",""NodeId"":""1ed7e300-6c53-fced-a05f-7258eace9cf5""}",0.000100299806892872,,,0.000100299806892872
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_7"",""ContainerId"":""4ac12285-dd5b-4a88-bf12-fee2102cbcaf"",""NodeId"":""253a4560-5139-c020-39d3-38b8804b68be""}",5.72369992733001E-08,,,5.72369992733001E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_8"",""ContainerId"":""c4ea0c90-243b-46ae-8070-d2fab77949d9"",""NodeId"":""f966df14-ef0c-9ef0-3570-b8a6d3dab0a6""}",3.18525731563567E-08,,,3.18525731563567E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-11506138-vmss_9"",""ContainerId"":""b955c0a0-c037-485e-b50a-21434d90994b"",""NodeId"":""1c78c03d-9c4f-428d-b471-0fb5a6012c66""}",4.17378544807434E-08,,,4.17378544807434E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-17727166-vmss_0"",""ContainerId"":""7679ef41-0ce9-4e5f-96e2-6d8a2a946fca"",""NodeId"":""5d2034a6-e0fd-8a25-beb8-3f09d213bde7""}",1.38926848769187E-06,,,1.38926848769187E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-17727166-vmss_1"",""ContainerId"":""6316a377-6df1-458a-ab41-42ebe6538ff0"",""NodeId"":""eea22570-1d06-301d-1f35-81c2c893e03b""}",1.00941739976406E-06,,,1.00941739976406E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-17727166-vmss_2"",""ContainerId"":""709ebc29-bc36-4661-89b3-942aacd16cdb"",""NodeId"":""781a4210-5657-aaae-d3b1-78b7fc0e504b""}",7.59864896535873E-07,,,7.59864896535873E-07
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-17727166-vmss_3"",""ContainerId"":""94063d92-9f3c-494b-beba-6428a79cf0d0"",""NodeId"":""e858f7c1-6539-88a5-b452-4712df8996b4""}",5.68688437342643E-07,,,5.68688437342643E-07
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-19959182-vmss_0"",""ContainerId"":""daa18068-4ce4-4cae-9305-9ec7dc7ac070"",""NodeId"":""fe608896-a176-d562-0c6f-4e4fff52820b""}",1.22040510177612E-09,,,1.22040510177612E-09
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-30295703-vmss_0"",""ContainerId"":""c4e9e537-0dce-45d3-abe6-9f3d76c67296"",""NodeId"":""1c4399cf-9814-99ab-d890-44506d72f26f""}",3.80766391754149E-08,,,3.80766391754149E-08
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-30295703-vmss_1"",""ContainerId"":""06bf521a-021a-4ff5-a6b1-a1a6c581e6fa"",""NodeId"":""5eebbbf0-2daf-a648-f3f3-d35db82b96bc""}",2.25077278912067E-05,,,2.25077278912067E-05
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_0"",""ContainerId"":""df1fa0a9-f157-48a1-8625-9f8014818f22"",""NodeId"":""b55ee5d5-0f7f-bde1-f3cb-3471021998a1""}",1.26108527183532E-06,,,1.26108527183532E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_1"",""ContainerId"":""78a22d25-3ab5-4c77-a726-9491de284ac9"",""NodeId"":""e1c796aa-7418-578b-85de-5bcd20768c29""}",1.31545431911945E-06,,,1.31545431911945E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_10"",""ContainerId"":""1970f920-96fe-4753-bfe8-c530c0a434a8"",""NodeId"":""29e663c9-aaaf-72f9-ebcd-3e6748ccecf2""}",1.26234635710716E-06,,,1.26234635710716E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_100"",""ContainerId"":""29fbe7a4-2d27-4474-8ba4-19ea132edef4"",""NodeId"":""88c93d74-071c-4aef-be18-c31cd0819a7c""}",1.3933365046978E-06,,,1.3933365046978E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_101"",""ContainerId"":""c5de1acd-e40a-4eec-b03e-110d2b74ceb7"",""NodeId"":""d11e0d5d-ac9f-8d4b-dcd4-144a59328986""}",1.23917900025844E-06,,,1.23917900025844E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_102"",""ContainerId"":""105c27b0-ba23-4cc7-a3f3-7fc80d9576b3"",""NodeId"":""dac0c2e7-decd-93ca-6a40-2f4025f56c27""}",1.42415173351764E-06,,,1.42415173351764E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_103"",""ContainerId"":""1c11e05b-3360-4637-86a4-fe380b05bb7b"",""NodeId"":""556de133-419d-48fc-a853-32c1f88afd0c""}",1.29448369145393E-06,,,1.29448369145393E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_104"",""ContainerId"":""bb3fbbfd-900f-4cbc-a04b-8eadf099700c"",""NodeId"":""ed1511e2-1535-e33d-33e1-8a9dc489f55b""}",1.37179635465145E-06,,,1.37179635465145E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_105"",""ContainerId"":""08518ea2-bd21-4cc2-95b8-878f5422bf64"",""NodeId"":""ed875f6a-14ff-8c1e-9540-cff8884350d6""}",1.39059059321879E-06,,,1.39059059321879E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_106"",""ContainerId"":""a033405d-7483-44f0-844a-f8eb506aa5e2"",""NodeId"":""ba17ec3d-cdd9-3377-098e-7952aec095e2""}",1.32995679974556E-06,,,1.32995679974556E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_107"",""ContainerId"":""233873e6-f799-4c5b-b1e9-ac5135f67623"",""NodeId"":""6906155b-a57e-6b16-8af4-5fd44b5ab37b""}",1.34767301380634E-06,,,1.34767301380634E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_108"",""ContainerId"":""b1fd8f68-8420-4a60-9abb-fa7fcabcca25"",""NodeId"":""4159b1d7-eb23-be3d-1c3e-2443ee7e46dd""}",1.29009023308753E-06,,,1.29009023308753E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_109"",""ContainerId"":""ae8ebfcb-c465-41cd-939e-4365d7b8229f"",""NodeId"":""c2832728-cb09-d567-0bdf-42b5481dfd22""}",1.39150589704513E-06,,,1.39150589704513E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_11"",""ContainerId"":""9400439b-4cb9-4f73-9921-ecf28250e136"",""NodeId"":""14d0dda6-b6df-dc5a-c1dd-6e7369fb15c7""}",1.26521430909633E-06,,,1.26521430909633E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_110"",""ContainerId"":""1f6c0be9-96fa-409a-b3ca-5d740bf36c34"",""NodeId"":""ba9143e6-1849-60e4-aee7-933bbff98d6e""}",1.21513701975345E-06,,,1.21513701975345E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_111"",""ContainerId"":""a2d22fb0-7456-4092-bc73-c5ca721ea090"",""NodeId"":""b5f63267-ddaf-3fd8-fb54-401e554dfd10""}",1.27768278121947E-06,,,1.27768278121947E-06
"{""PipelineType"":""v2"",""DataTransferDirection"":""DataTrOut"",""VmName"":""aks-nodepool1-31399887-vmss_112"",""ContainerId"":""b20d2b96-1b5a-45ad-9670-7257648e151d"",""NodeId"":""3faa2c11-dc3e-964b-8fb5-47df24acd97f""}",1.36719949543476E-06,,,1.36719949543476E-06
